run_id;env;steps;batch_size;buffer_size;warmup_samples;actor_lr;critic_lr;actor_hidden_layers;critic_hidden_layers;tau;noise_decay;lr_decay;lr_min;batch_norm;trial_horizon;action_space_limits;dirname
CartpoleTrial;CartpoleStabShort-v0;300000;64;1000000;20000;0.001;0.01;[100, 100, 50];[100, 100];0.01;0.99;1.0;1e-08;False;5000;([-5.0], [5.0]);out/CartpoleTrial_CartpoleStabShort-v0
